,ref,res100,cfe80,cfe85,cfe90,cfe95,cfe98,cfe99,cfe100
ci_average cost,81.04591778229582,80.62102412461225,72.79023871400702,79.97931255154714,85.73997885744559,95.75419485741826,125.757295905673,150.9846053336801,248.1866493697034
ci_average_revenue,0.0,17.98510839911699,13.142708815213663,16.748865587814652,17.771184483489705,18.531228380717945,18.75678852609451,18.788795682487134,18.876528964392687
ci_cap_battery_charger,0.0,0.0,0.008072001762558225,53.103651324483536,137.00683242635432,275.9938595348636,301.8409663149298,432.1607743584473,215.5551908387392
ci_cap_battery_discharger,0.0,0.0,0.008238451435358203,54.198681485210734,139.83199811629598,281.6850237548056,308.0651138756739,441.0721970271846,220.00007229947784
ci_cap_onwind,0.0,798.2739772916457,520.9703047373487,593.8725319780251,571.5015187043188,468.4130153047675,774.2120059395841,877.2431571607967,2108.1949912544233
ci_cap_solar,0.0,490.03314769559194,579.6574280884909,786.2493979123932,955.3237234707756,1249.9974162743301,1480.1544362808233,1984.9836892351361,1861.5070348617576
ci_capital_cost_battery_inverter,0.0,0.0,256.6167750604001,1688216.6465858237,4355580.255392453,8774112.822773166,9595817.448422343,13738810.704660079,6852708.850627848
ci_capital_cost_battery_storage,0.0,0.0,626.6355467938813,5557140.605580281,18463798.023645412,39405302.03699627,57087596.62558569,64285665.371147715,126501119.22850758
ci_capital_cost_grid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_electrolysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_fuel_cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_onwind,0.0,91626711.80140156,59797509.78631451,68165302.74347027,65597534.72867208,53764929.80889833,88864853.87145998,100690875.84895414,241980799.0487139
ci_capital_cost_solar,0.0,27099420.25648012,32055750.355725825,43480533.83863785,52830546.63763683,69126354.94645153,81854313.94160415,109771976.5485268,102943569.60409096
ci_clean_excess_total,0.0,385439.67083720834,385438.94004399626,385437.6230096406,385437.99008932564,385438.8082980731,385439.22962324764,385439.6312217366,385439.887216072
ci_clean_total,0.0,1927200.0000032634,1799861.5397814582,1939643.0277740187,2055228.9211486345,2168567.9534672373,2260182.8006398696,2286377.337064768,2312639.8369372343
ci_clean_used_grid_total,1034253.2502325245,68719.22068522207,127338.46298541405,83916.96414180571,64691.05042597253,47712.052234605355,13913.169149769114,6990.5904780092205,0.10595385837423868
ci_clean_used_local_total,0.0,1541760.329166055,1414422.5997374621,1554205.4047643782,1669790.931059309,1783129.1451691643,1874743.5710166222,1900937.7058430319,1927199.9497211627
ci_clean_used_total,1034253.2502325245,1610479.549851277,1541761.0627228762,1638122.3689061839,1734481.9814852816,1830841.1974037697,1888656.7401663912,1907928.2963210412,1927200.0556750211
ci_cost_battery_inverter,0.0,0.0,256.6167750604001,1688216.6465858237,4355580.255392453,8774112.822773166,9595817.448422343,13738810.704660079,6852708.850627848
ci_cost_battery_storage,0.0,0.0,626.6355467938813,5557140.605580281,18463798.023645412,39405302.03699627,57087596.62558569,64285665.371147715,126501119.22850758
ci_cost_grid,156191692.7500405,36620013.77602637,48402841.40423078,35219298.61557703,23963927.908267535,13439617.167241327,4929303.054384521,2464308.1017730865,3.510992192838333
ci_cost_hydrogen_electrolysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_cost_hydrogen_fuel_cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_cost_hydrogen_storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_cost_onwind,0.0,91648971.3785355,59816603.65877535,68183899.18011118,65615645.972909495,53780829.04299066,88879205.34162831,100699118.6667392,241992075.46153226
ci_cost_solar,0.0,27103852.538390856,32061019.73430634,43487576.10148735,52839135.09385427,69137623.25921501,81867538.19939214,109789628.55474824,102959403.61363254
ci_demand_total,1927200.0,1927200.0,1927200.0,1927200.0,1927200.0,1927200.0,1927200.0,1927200.0,1927200.0
ci_emission_rate_local,0.1683355980631874,0.0625273263094639,0.07547083564459722,0.05631084908829745,0.03720585084203953,0.019074302884491343,0.007654044693860279,0.0038435140577625653,5.450919251368662e-13
ci_emission_rate_myopic,0.1554198923144971,0.037075496124283513,0.048943915793957335,0.0363816411331129,0.025683338731550567,0.01515802920228133,0.005643127721729792,0.0027518439020472315,7.979136141859859e-09
ci_emission_rate_true,0.1778336756653335,0.06012870717242299,0.07404256367486925,0.055249730847050864,0.03707501007738604,0.019334977741704725,0.0076063367712777335,0.0038236875922571523,4.9153039411504715e-11
ci_emissions,342721.0597422307,115880.0444626936,142694.828714208,106477.28128843644,71450.95942113837,37262.36910381335,14658.932225606448,7369.010727797985,9.472773755385189e-05
ci_fraction_clean,0.0,1.0000000000016933,0.933925664062608,1.0064565316386564,1.0664326074868382,1.1252428152071592,1.1727806146948265,1.1863726323499213,1.1999999153887684
ci_fraction_clean_excess,0.0,0.19999982920154025,0.19999945000207361,0.19999876660940255,0.19999895708246454,0.19999938164076023,0.19999960026112892,0.19999980864556693,0.19999994147782899
ci_fraction_clean_used,0.53666108874664,0.8356577157800316,0.8000005514336219,0.8500012291958198,0.9000010281679544,0.9500006213178548,0.9800003840630922,0.9900001537572858,1.000000028889073
ci_fraction_clean_used_grid,0.53666108874664,0.035657544979878615,0.0660743373730874,0.043543464166565855,0.0335673777635806,0.024757187751455665,0.007219369629394517,0.0036273300529313097,5.4978133236944103e-08
ci_fraction_clean_used_local,0.0,0.8000001708001531,0.7339262140605345,0.8064577650292539,0.8664336504043737,0.925243433566399,0.9727810144336977,0.9863728237043544,0.9999999739109395
ci_generation_battery_discharger,-0.0,-0.0,27.575905442191917,104297.07151203597,264792.28927609546,437095.4443526522,456184.9427416749,680269.0838247054,540528.741715245
ci_generation_onwind,0.0,1483971.808929714,1272924.8307226435,1239762.442728151,1207416.2824941333,1059948.939488742,956764.6778890194,549521.185670036,751760.8545581284
ci_generation_solar,0.0,443228.1910735491,526937.8580513031,704226.2849504289,858845.6217436977,1126831.2763486998,1322425.7787991865,1765200.6221437412,1583400.9541588216
ci_marginal_cost_grid,156191692.7500405,36620013.77602637,48402841.40423078,35219298.61557703,23963927.908267535,13439617.167241327,4929303.054384521,2464308.1017730865,3.510992192838333
ci_marginal_cost_onwind,0.0,22259.577133945724,19093.872460839666,18596.43664092228,18111.24423741201,15899.23409233114,14351.4701683353,8242.817785050545,11276.412818371933
ci_marginal_cost_solar,0.0,4432.281910735493,5269.378580513033,7042.262849504291,8588.45621743698,11268.312763487002,13224.25778799187,17652.00622143742,15834.009541588222
ci_revenue_grid,0.0,34660900.90677826,25328628.42867977,32278413.7608364,34248626.73658136,35713383.33531962,36148082.84748934,36209767.039289206,36378846.62017759
ci_total_cost,156191692.7500405,155372837.69295272,140281348.04963434,154136131.14934164,165238087.25406915,184537484.32921645,242359460.669413,290977531.3990683,478305310.6652924
co2_price,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
emissions,511993733.4608599,511313284.5100624,511357356.93351376,511301864.54270285,511254930.0379432,511210965.543851,511178531.40405256,511166850.2654336,511148433.14563316
emissions_zone,4.168777148415806,3.6890363810447124,3.780718227506449,3.6902908301475654,3.624631883700803,3.601749017437093,3.5726872073091807,3.566044775044801,3.542469707974493
objective,141943094355.9498,141908818077.6049,141902894813.67438,141909145373.97418,141918833276.98987,141937489720.6468,141995322986.89835,142043839500.70215,142230917454.4438
system_emission_rate,0.15937074774266238,0.15915894113058535,0.15917265976544592,0.15915538638251267,0.15914077685386055,0.15912709181468987,0.15911699588426279,0.1591133598401588,0.1591076270548485
system_emissions,170664577.82028627,170437761.5033544,170452452.31117147,170433954.84756798,170418310.01264763,170403655.18128365,170392843.8013507,170388950.0884785,170382811.0485444
system_grid_cfe_wavg,0.5336032028409379,0.564913806140959,0.5643223094697953,0.5645666473630063,0.5647991784504279,0.5648460717585777,0.5634053469704576,0.5628642188172176,0.5621396486252948
system_inv_H2_Electrolysis-2025,108.93317895164522,107.70451443038495,107.69724168974338,107.67019346683064,107.72670433300678,107.50193709484842,107.62699834957316,107.70339171384104,107.70565247253275
system_inv_H2_Fuel_Cell-2025,22.719244233243952,22.42753477871301,22.422349928517896,22.422516710526068,22.435272334975423,22.38816514495583,22.412208181742248,22.42571255191722,22.427460669615787
system_inv_OCGT-2025,16994.81891609699,16997.447401362075,16997.457826686757,16997.441551054388,16997.48549190362,16997.533973937992,16997.51685524171,16997.499679887413,16997.461849640193
system_inv_battery_charger-2025,1717.0620582966299,1714.987383767439,1714.895917659905,1715.1140446943725,1715.0316247151763,1715.0312774490349,1715.0076595408634,1714.915000478288,1715.0132150875816
system_inv_battery_discharger-2025,1752.468940776069,1750.3514851738923,1750.2581329786046,1750.4807579275407,1750.3966383973564,1750.3962839703722,1750.3721790463153,1750.2776092965146,1750.377849151845
system_inv_offwind-ac-2025,542.732764259298,542.0483619146406,542.0279854106511,542.0719520881541,542.0738996727844,542.0733868092127,542.0923486302636,542.0482090266006,542.0527122953663
system_inv_offwind-dc-2025,34723.79762809698,34723.01144129191,34722.94730259856,34722.910729789655,34722.635681709224,34722.73568916202,34722.60254160645,34722.57269237897,34722.75471595705
system_inv_onwind-2025,114401.94545747989,114365.75602558715,114365.73475739673,114366.11274357203,114365.8810696085,114365.61127659683,114365.81256946264,114365.56478445831,114365.8700745185
system_inv_solar-2025,189013.87160358753,189017.07639141683,189017.15636522105,189016.4572118448,189016.77228727215,189017.1606288321,189016.97702424738,189017.42725591935,189016.74037881815
system_inv_solar_rooftop-2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zone_average_marginal_price,81.04591778229582,77.5225192210281,77.20992887943125,76.58174158627509,77.08342829580141,77.9178311419866,78.24211816610057,78.2419015282474,78.17072808446812
