,ref,res100,cfe80,cfe85,cfe90,cfe95,cfe98,cfe99,cfe100
ci_average cost,109.9586300429362,101.41386386949141,88.75681138270131,88.75679370225576,91.95012004966718,101.69359995332192,126.56486859639315,151.3596499734765,213.69143188353794
ci_average_revenue,0.0,21.464342658417984,19.0889043928407,19.08890411172165,19.670970777889625,20.563885707507325,22.85009048558162,23.06200405718157,23.38718443595121
ci_cap_battery_charger,0.0,0.0,0.015236113877625785,0.010451619291282644,1664.7954316356374,4043.7805354292145,5164.792946582271,6208.2665865523995,5670.009718062137
ci_cap_battery_discharger,0.0,0.0,0.015550291976723507,0.010667138150474839,1699.1245439210177,4127.165793113275,5271.294174075288,6336.2848863971685,5786.928828105174
ci_cap_onwind,0.0,18258.013682583973,11402.877436527615,11402.874657260232,11946.682149525413,11797.363042664749,17012.29262108885,18299.625777500885,19791.881639882104
ci_cap_solar,0.0,9682.071940172276,8009.451039909172,8009.4471732881,10605.576035816439,16749.897702920145,22254.458092933553,29213.80492572927,40448.752302943634
ci_capital_cost_battery_inverter,0.0,0.0,484.37085654081983,332.2671272358595,52925463.51801448,128555710.29075052,164193783.49919963,197366823.8708865,180255115.29981387
ci_capital_cost_battery_storage,0.0,0.0,1040.2271688742626,754.3889940749033,174214949.17752203,515265580.97488755,725142158.4624821,1085517404.2416282,2500778522.817657
ci_capital_cost_grid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_electrolysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_fuel_cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_onwind,0.0,2095673672.6355464,1308834052.3490527,1308833733.3418713,1371252519.105472,1354113517.7601151,1952688522.2567203,2100449951.879097,2271732621.395959
ci_capital_cost_solar,0.0,535430179.9665022,442932239.94110805,442932026.11232954,586501063.0570236,926289413.7652377,1230698199.2476678,1615558418.2336895,2236864470.6228266
ci_clean_excess_total,0.0,6729431.764904954,6729427.626767377,6729429.9556730725,6729426.115304522,6729430.092035978,6729430.697813017,6729430.326187393,6729430.601994686
ci_clean_total,0.0,33647160.0000153,29648773.405504268,29648769.14932517,32471299.793161012,36128555.172457606,38833764.610346705,39600744.991808444,40376590.544406146
