,ref,res100,cfe80,cfe85,cfe90,cfe95,cfe98,cfe99,cfe100
ci_average cost,138.55761364546998,105.55778362408556,94.87964165950959,94.87949071311029,94.8793183235279,94.87969696912309,95.04436050280407,95.64890106681185,100.87279993000011
ci_average_revenue,0.0,24.86728114905745,25.47207659500711,25.471939453142486,25.471943222528473,25.472283645663552,25.474339577241718,25.26315641071475,24.27775769283301
ci_cap_H2_Electrolysis,0.0,0.0,0.0040999295366166075,0.0044581297231532655,0.0027101120554825996,0.0035703754088511064,0.0061642119998410955,0.005574804437426103,0.007503968000184922
ci_cap_H2_Fuel_Cell,0.0,0.0,0.0013062953259099785,0.0014200497526803309,0.0008615287143385813,0.0011387573828623519,0.002064116499697459,0.0022233843025235597,0.043924327806731917
ci_cap_adv_geothermal,0.0,0.0,0.0014878972688062043,0.0015953018835284986,0.0008929278341051304,0.0010849059725515401,0.0022972936547715674,0.0030425113689475144,176.18599827963635
ci_cap_allam_ccs,0.0,0.0,491.6790979711975,491.6167157500848,491.7371592076051,491.54595235207506,832.3383669292884,1397.2405898302607,2819.766024217169
ci_cap_battery_charger,0.0,0.0,5609.14770946406,5609.03746303316,5608.700807330167,5609.301089713576,5420.943712976157,5058.664852837909,2554.779904492061
ci_cap_battery_discharger,0.0,0.0,5724.811807217075,5724.699287436528,5724.355689684553,5724.968350262275,5532.726927825953,5162.977653346114,2607.461047495664
ci_cap_onwind,0.0,17909.059976529716,9855.875582017286,9855.458706040807,9855.777658737956,9855.23486480838,9732.267417621326,9507.530464999161,9466.895585212698
ci_cap_solar,0.0,10439.276519371242,18496.816692297853,18497.78746336942,18496.988294730323,18498.406525886017,18510.897789231178,18169.742683960612,14802.645912833434
ci_capital_cost_adv_geothermal,0.0,0.0,1199.0428968709705,1285.5964130806328,719.5784274549859,874.2867047565293,1851.3063344693687,2451.8504886514766,141981959.50370714
ci_capital_cost_allam_ccs,0.0,0.0,119244300.71947336,119229171.49318612,119258382.00046109,119212009.62491263,201862570.3960382,338865283.797226,683862765.6488315
ci_capital_cost_battery_inverter,0.0,0.0,133527817.03596915,133525192.57927509,133517178.36687742,133531468.30902436,129047551.9208121,120423370.87617324,60817471.98038776
ci_capital_cost_battery_storage,0.0,0.0,343659022.0490823,343674071.0976311,343651721.0351732,343687769.7156697,331391864.4538086,300561961.6670475,186781099.5063239
ci_capital_cost_grid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_electrolysis,0.0,0.0,272.909889752586,296.75331743689367,180.3973399233748,237.6603672093833,410.31788528650367,371.08424689310857,499.49811608894106
ci_capital_cost_hydrogen_fuel_cell,0.0,0.0,276.4320158852896,300.5041876861792,182.31261685161073,240.97843168014958,436.79853530516095,470.50203169497644,9295.05774168095
ci_capital_cost_hydrogen_storage,0.0,0.0,221.91372448283687,255.1485043980863,183.41409245170345,185.24602263632684,347.97245033829535,311.7092077179119,794.332779530282
ci_capital_cost_onwind,0.0,1959021342.7445245,1078106312.7774398,1078060711.8951898,1078095601.2272854,1078036226.5368133,1064585165.798955,1040001827.1275135,1035556892.7275025
ci_capital_cost_solar,0.0,500990732.2236718,887679689.4196526,887726277.6395415,887687924.7823365,887755987.0339528,888355454.5505071,871983099.083709,710392947.3423729
ci_clean_excess_total,0.0,6729431.348970567,6729429.707121575,6729429.560605777,6729430.437131167,6729430.010344987,6729429.1068266155,6729429.60037496,6729431.4276127145
ci_clean_total,0.0,33647160.00003164,37402764.371773705,37402627.56762935,37402912.05410438,37402469.91580303,38322990.11966924,39386983.48326421,40376591.41583003
ci_clean_used_grid_total,28068744.86168072,4715657.2730910145,1970865.2736485263,1971406.3678465367,1972982.035947139,1974677.8622949794,1380657.900741697,653136.192239458,0.158231011299981
ci_clean_used_local_total,0.0,26917728.651061077,30673334.664652128,30673198.007023573,30673481.616973214,30673039.90545804,31593561.01284262,32657553.88288925,33647159.98821732
ci_clean_used_total,28068744.86168072,31633385.92415209,32644199.938300654,32644604.37487011,32646463.652920354,32647717.76775302,32974218.913584318,33310690.075128708,33647160.14644833
ci_cost_adv_geothermal,0.0,0.0,1199.0428968709705,1285.5964130806328,719.5784274549859,874.2867047565293,1851.3063344693687,2451.8504886514766,141981959.50370714
ci_cost_allam_ccs,0.0,0.0,285817681.1606522,285780883.1570307,285849455.77009785,285739859.63293254,458762396.6265389,724446362.6287239,1258130771.7190323
ci_cost_battery_inverter,0.0,0.0,133527817.03596915,133525192.57927509,133517178.36687742,133531468.30902436,129047551.9208121,120423370.87617324,60817471.98038776
ci_cost_battery_storage,0.0,0.0,343659022.0490823,343674071.0976311,343651721.0351732,343687769.7156697,331391864.4538086,300561961.6670475,186781099.5063239
ci_cost_grid,4662070195.547312,1091250338.705472,463189112.4287956,463207254.08753604,463167580.3553314,463230618.8506987,325381160.1645226,160453621.25165257,15.7627656918732
ci_cost_hydrogen_electrolysis,0.0,0.0,272.909889752586,296.75331743689367,180.3973399233748,237.6603672093833,410.31788528650367,371.08424689310857,499.49811608894106
ci_cost_hydrogen_fuel_cell,0.0,0.0,276.4320158852896,300.5041876861792,182.31261685161073,240.97843168014958,436.79853530516095,470.50203169497644,9295.05774168095
ci_cost_hydrogen_storage,0.0,0.0,221.91372448283687,255.1485043980863,183.41409245170345,185.24602263632684,347.97245033829535,311.7092077179119,794.332779530282
ci_cost_onwind,0.0,1959383591.4584782,1078381671.1818357,1078336059.1385815,1078370955.9599607,1078311567.5689595,1064857641.1465304,1040271293.1981368,1035829299.2181364
ci_cost_solar,0.0,501085704.68103623,887853209.5053226,887899806.6800598,887861447.1327578,887929522.4227883,888529144.2281104,872153663.2514802,710532032.3137125
ci_demand_total,33647160.0,33647160.0,33647160.0,33647160.0,33647160.0,33647160.0,33647160.0,33647160.0,33647160.0
ci_emission_rate_local,0.10714524175779475,0.02908595744017025,0.01312827950951529,0.013126135595592168,0.013120942193923731,0.01312511132366031,0.008790312607342565,0.004075932349336366,1.1350362824611615e-10
ci_emission_rate_myopic,0.09640897650674733,0.026866939974512623,0.01314908609554333,0.013150290136297947,0.013146172073133542,0.01314756952316659,0.008895580650801751,0.0043317072699558135,1.3511534223834546e-10
ci_emission_rate_true,0.1047725341991735,0.033181912885297454,0.014024312486052118,0.01402355954793822,0.014019873546874732,0.01402249715938318,0.00947033915888465,0.004622715877785234,8.276840487409992e-11
ci_emissions,3525298.221805062,1116477.1319576649,471878.2861081934,471852.951879005,471728.92841146165,471817.2055213113,318650.0169332572,155541.2607743802,0.00278492176174362
ci_fraction_clean,0.0,1.0000000000009404,1.111617276815449,1.111613210970238,1.1116216659624283,1.1116085255279504,1.1389665612096012,1.1705886465087754,1.1999999826383574
ci_fraction_clean_excess,0.0,0.19999998065128133,0.19999993185521675,0.19999992750073936,0.1999999535512408,0.19999994086707426,0.19999991401433628,0.19999992868268704,0.1999999829885409
ci_fraction_clean_used,0.834208440227369,0.9401502511401286,0.970191836050967,0.9702038559827965,0.9702591140803668,0.9702963866119168,0.9800000628161283,0.9900000497851441,1.0000000043524722
ci_fraction_clean_used_grid,0.834208440227369,0.1401502317904695,0.05857449109073474,0.058590572513297905,0.058637401669179176,0.05868780195104072,0.04103341562086361,0.019411331959055624,4.7026557754051455e-09
ci_fraction_clean_used_local,0.0,0.8000000193496591,0.9116173449602323,0.9116132834694985,0.9116217124111876,0.911608584660876,0.9389666471952647,0.9705887178260884,0.9999999996498165
ci_generation_H2_Fuel_Cell,-0.0,-0.0,4.82041172200519,5.208789701028829,3.222585525339446,4.341437074230095,7.197812843994174,6.298883369992598,7.559122004746154
ci_generation_adv_geothermal,0.0,0.0,11.636950268379707,12.440818915822561,6.98734175374965,8.361742220721386,17.96696438133182,24.388095616019744,1543325.3527407323
ci_generation_allam_ccs,0.0,0.0,2011036.1616490027,2010774.555054464,2011249.772750936,2010486.4738939984,3101545.0314002493,4655110.502794867,6933122.949336177
ci_generation_battery_discharger,-0.0,-0.0,7620250.316043103,7620890.286815295,7621356.108379225,7623000.468304236,7501215.817676705,6935074.184909239,4050539.9671228607
ci_generation_onwind,0.0,24149914.263586942,18357226.95972818,18356482.892785158,18356982.17834892,18356068.80975467,18165023.171698824,17964404.708217874,18160432.70893246
ci_generation_solar,0.0,9497245.736444702,17352008.56700356,17352904.051825084,17352235.042128358,17353538.883542344,17368967.760331616,17056416.77712244,13908497.133962607
ci_marginal_cost_adv_geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_marginal_cost_allam_ccs,0.0,0.0,166573380.44117886,166551711.66384456,166591073.76963678,166527850.00801992,256899826.23050064,385581078.8314978,574268006.0702009
ci_marginal_cost_grid,4662070195.547312,1091250338.705472,463189112.4287956,463207254.08753604,463167580.3553314,463230618.8506987,325381160.1645226,160453621.25165257,15.7627656918732
ci_marginal_cost_onwind,0.0,362248.7139538051,275358.4043959235,275347.24339177815,275354.73267523455,275341.0321463208,272475.3475754831,269466.07062326884,272406.49063398765
ci_marginal_cost_solar,0.0,94972.45736444657,173520.08567003475,173529.04051825,173522.35042128275,173535.3888354226,173689.67760331533,170564.16777122358,139084.9713396254
ci_revenue_grid,0.0,836713387.5873199,857063036.7244594,857058422.2901977,857058549.1193311,857070003.3910248,857139179.6497844,850033465.8563449,816877597.5319831
ci_total_cost,4662070195.547312,3551719634.8449864,3192430483.6601844,3192425404.742536,3192419604.3226748,3192432344.6715994,3197972804.9355288,3218313878.019189,3394083238.8927026
co2_price,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0,130.0
emissions,310042845.6673468,296505041.3081133,295508362.16682494,295508255.3363671,295508157.90838,295508397.8667953,295076666.14080197,294573175.6164805,293850326.620089
emissions_zone,50.3818806948206,47.40104410944578,45.01570287864911,45.008487772976906,44.99960633668947,45.00612183177463,44.656863244716746,44.09407052746489,44.48844426184288
objective,167025416138.4079,165126207489.62128,164730929879.40063,164730943919.8082,164730892404.81796,164730914540.03525,164737476843.6893,164768665684.59756,164988484059.05612
system_emission_rate,0.09747091644020678,0.09321491693587182,0.09290158208342898,0.09290154849819172,0.09290151786889178,0.09290159330674523,0.09276586597880665,0.09260757920163874,0.09238033075804242
system_emissions,103347615.22244889,98835013.76937068,98502787.3889415,98502751.7787892,98502719.30279309,98502799.28893188,98358888.7136007,98191058.53882661,97950108.87336306
system_grid_cfe_wavg,0.8288820565988371,0.8518239812350166,0.8503223172950681,0.8507428885684507,0.8512779959663065,0.851517926474468,0.8516640604084751,0.851690225336136,0.8514637806801081
system_inv_H2_Electrolysis-2030,7939.973360753236,7856.84408107776,8004.647800144323,8004.611081959469,8004.766824862624,8004.734868696043,7989.2064017513285,7988.089247914217,7937.352194833092
system_inv_H2_Fuel_Cell-2030,1740.3564947152188,1727.0036476381272,1759.2079848837175,1759.2118048901605,1759.2168386471624,1759.2195493640806,1755.2492029569423,1754.6900560081353,1744.8401162659702
system_inv_OCGT-2030,70720.48037402554,68712.39765862125,67273.11185500237,67273.11920300967,67273.43697068523,67273.40533527656,66939.43999573501,66542.38789692531,66037.31645702661
system_inv_battery_charger-2030,27990.775426940505,27850.879127607783,23737.96795088905,23738.095360707775,23737.95404923753,23737.42749868978,23908.608981280144,24177.867683321954,25575.381274659176
system_inv_battery_discharger-2030,28567.962542141937,28425.18149452313,24227.459543506047,24227.589580594104,24227.445355193864,24226.907946847896,24401.619297568217,24676.43028071349,26102.761467345426
system_inv_offwind-ac-2030,1084.1018458011229,1084.0911989783965,1084.0885307772342,1084.0958836419181,1084.0478952614824,1084.071837224097,1084.0935981623352,1084.104050123548,1084.0792833006456
system_inv_offwind-dc-2030,54354.42744874709,54838.50829024125,54819.181035744456,54819.17799894165,54819.100945684084,54819.13080605402,54837.486896543756,54854.03107500006,54861.17739376242
system_inv_onwind-2030,221381.21609848808,223628.11669811228,224171.8066606004,224171.97878907112,224171.20766575,224172.53060906925,224179.5667551034,224237.15010394814,224473.76161062843
system_inv_solar-2030,392829.76232513436,389671.98042313446,388594.99407594226,388594.86027210916,388596.163564698,388593.68980454333,388657.4379152186,388714.36229954846,388511.8522449699
system_inv_solar_rooftop-2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zone_average_marginal_price,138.55761364547,134.4941603098774,134.2239703630162,134.223922502998,134.22443788924983,134.22412483206546,134.15660611970813,134.0869178421031,134.09474200677667
