,ref,res100,cfe80,cfe85,cfe90,cfe95,cfe98,cfe99,cfe100
ci_average cost,142.98388195703293,105.75079519825651,95.07722494969705,95.07724344650124,95.07733853094778,95.07733766593965,106.95281640737319,126.31291399868768,181.09163139501564
ci_average_revenue,0.0,24.363515394201738,23.00825734677271,23.00834978968389,23.008218278582554,23.00842513469847,25.804037806411245,28.647365810367138,31.1853826653037
ci_cap_battery_charger,0.0,0.0,10042.19463662103,10042.298562475882,10042.759463740573,10042.448572625188,14611.141117511057,16301.999583216155,18603.455784018803
ci_cap_battery_discharger,0.0,0.0,10249.270906005975,10249.376974876282,10249.847380210342,10249.530078327722,14912.431891445829,16638.15690533147,18987.07055756382
ci_cap_onwind,0.0,44877.35226339807,25823.52933072713,25823.599678727427,25823.984294676065,25823.762783215978,34746.21039254328,43044.51687829813,52007.24017062991
ci_cap_solar,0.0,25860.210362715454,45217.08630114673,45216.88862493578,45215.90225681346,45216.523911172335,52988.693828299336,61476.33345062856,89591.03878824513
ci_capital_cost_battery_inverter,0.0,0.0,239058123.89569685,239060597.88876155,239071569.8122927,239064168.9353461,347823569.44066906,388075074.9343552,442862083.30259
ci_capital_cost_battery_storage,0.0,0.0,827219476.4366032,827218989.1300743,827214896.2101189,827216811.0271224,1377142225.641817,2138091453.8791938,4800496166.72134
ci_capital_cost_grid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_electrolysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_fuel_cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_onwind,0.0,4909006447.299685,2824762727.3671346,2824770422.5356236,2824812494.584806,2824788264.0736265,3800789534.8884587,4708517776.09898,5688924689.79528
ci_capital_cost_solar,0.0,1241055900.8600075,2170010645.1818438,2170001158.513923,2169953821.776849,2169983655.556217,2542977424.858419,2950307260.53725,4299558502.92063
ci_clean_excess_total,0.0,16823579.167948574,16823577.71147175,16823577.238271482,16823578.04422132,16823577.603562098,16823577.272542477,16823576.64663942,16823576.9492703
ci_clean_total,0.0,84117900.00006449,88708110.04359025,88708103.36480042,88708064.81937742,88708089.81942752,95548515.99095058,98356271.24256882,100941476.2263653
