,ref,res100,cfe80,cfe85,cfe90,cfe95,cfe98,cfe99,cfe100
ci_average cost,138.55760944657104,105.55778592092321,95.42737569135573,95.42642198780169,95.42762606009754,95.42737350540058,105.39135940051322,125.50824769509296,181.72607362355623
ci_average_revenue,0.0,24.867275422247573,25.70924041843639,25.708254275912605,25.70947169791783,25.709274266313678,28.85506363796214,31.370002372327573,32.38109001896974
ci_cap_battery_charger,0.0,0.0,5997.852307563764,5997.619348615233,5997.897756562613,5997.902667847374,7557.261221702566,7180.784650038212,6214.4016552638295
ci_cap_battery_discharger,0.0,0.0,6121.531734732295,6121.293972026048,6121.578120917632,6121.583133476125,7713.096625932914,7328.856874327116,6342.54646402295
ci_cap_onwind,0.0,17909.059856932312,9576.977676965515,9577.248670022947,9576.905661822297,9576.996902132363,12317.833672395422,17195.33256155779,22417.693830741267
ci_cap_solar,0.0,10439.275981179178,19729.104453966807,19726.8232887022,19729.71300846967,19728.94793413483,22331.505303867827,23998.02967116523,31379.264953237198
ci_capital_cost_battery_inverter,0.0,0.0,142781072.45809394,142775526.78494224,142782154.38816905,142782271.30310285,179903373.19908845,170941210.42795864,147936109.04772863
ci_capital_cost_battery_storage,0.0,0.0,388775307.33747137,388779419.83465844,388782179.5588493,388778508.7075918,557393508.4993019,836436281.4181442,2008009942.8934343
ci_capital_cost_grid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_electrolysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_fuel_cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_onwind,0.0,1959021329.6621032,1047598460.9326649,1047628104.0956194,1047590583.400134,1047600563.9192104,1347412934.6947277,1880948722.480576,2452208029.181231
ci_capital_cost_solar,0.0,500990706.39532673,946818342.0727564,946708866.79886,946847547.1776717,946810830.5383044,1071710014.873272,1151688092.0409417,1505920539.2625968
