,ref,res100,cfe80,cfe85,cfe90,cfe95,cfe98,cfe99,cfe100
ci_average cost,142.98385547334416,105.75073962660551,93.79516305625586,93.79537438180054,93.79524380135244,93.79531623135651,93.90348005828196,94.4591091145939,100.49201203224881
ci_average_revenue,0.0,24.36355637222776,22.624961398832763,22.625170502738964,22.625269744779978,22.625095755170502,22.552764499277934,22.445028354051882,23.255434023157004
ci_cap_H2_Electrolysis,0.0,0.0,0.0039449250270026555,0.0059030306517402105,0.005437620591893257,0.007093111676533873,0.00378843231431229,0.0036721555142456533,0.007881702992121898
ci_cap_H2_Fuel_Cell,0.0,0.0,0.0012710828009552557,0.001835494255998721,0.0016896974226148192,0.0022408727097669233,0.0012750958440871458,0.0015207344195493318,0.042865227693618085
ci_cap_adv_geothermal,0.0,0.0,0.001589140735659998,0.0024917018929459956,0.0024024123068205083,0.0029963053050930263,0.0021608887204340862,0.0022438667478135214,2792.533356720364
ci_cap_allam_ccs,0.0,0.0,1673.6494381614527,1673.6306391234418,1673.5747858588807,1673.605651521938,2614.5484065021246,3843.892250742459,5187.419598062267
ci_cap_battery_charger,0.0,0.0,9019.638066654521,9019.956495524559,9019.704493827301,9019.750402344194,9000.818932873419,8515.646890134429,4405.941335898914
ci_cap_battery_discharger,0.0,0.0,9205.628586618563,9205.953581689004,9205.696383560764,9205.743238739693,9186.421390650114,8691.244800075146,4496.794573461123
ci_cap_onwind,0.0,44877.35187579044,25862.42925048643,25862.446324400495,25862.618889749752,25862.525678430262,25273.242652894056,24884.836160826344,17850.10037984592
ci_cap_solar,0.0,25860.210098613254,41324.559716232485,41325.43791734326,41324.90439987654,41324.94478714763,41547.42118864919,40909.84373270369,30274.39383144337
ci_capital_cost_adv_geothermal,0.0,0.0,1280.6313655984065,2007.9729417434555,1936.0176755749692,2414.6146835870973,1741.3825036751,1808.2515116446518,2250402199.0290504
ci_capital_cost_allam_ccs,0.0,0.0,405901242.7548687,405896683.5247711,405883137.7313807,405890623.41548383,634092434.9174238,932238619.4005706,1258077117.9043741
ci_capital_cost_battery_inverter,0.0,0.0,214715789.9698067,214723370.28576547,214717371.29300097,214718464.1620716,214267793.59273526,202718095.29462978,104885048.32534279
ci_capital_cost_battery_storage,0.0,0.0,659450108.5481361,659477361.9020536,659451740.3313285,659456704.3384888,658061386.893087,622583776.980192,322120053.28162926
ci_capital_cost_grid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_electrolysis,0.0,0.0,262.59208715327446,392.9324711521754,361.95266845356775,472.14965729462455,252.17522301305434,244.43531226494025,524.641868947261
ci_capital_cost_hydrogen_fuel_cell,0.0,0.0,268.9805085082236,388.4185813634017,357.56574758025374,474.2028454183496,269.82972964587884,321.81059893889375,9070.936003291932
ci_capital_cost_hydrogen_storage,0.0,0.0,223.34301909830137,323.1471120779131,333.3825508103214,389.4291874816575,178.6273687117343,217.69073458484345,786.3886091371094
ci_capital_cost_onwind,0.0,4909006404.900384,2829017879.4041142,2829019747.0712113,2829038623.5059686,2829028427.3837543,2764568426.386751,2722081740.395507,1952571919.4685662
ci_capital_cost_solar,0.0,1241055888.1854937,1983204620.8028905,1983246766.5029984,1983221162.4962637,1983223100.7195187,1993899953.1895084,1963302009.3654587,1452896731.4064543
ci_clean_excess_total,0.0,16823579.284401353,16823577.824196853,16823576.923925057,16823576.294491597,16823576.291219342,16823577.862144604,16823577.97036589,16823578.99614535
ci_clean_total,0.0,84117900.00004825,93472771.85040125,93473050.49531135,93472643.72089444,93472763.97630247,96166919.003477,98652739.77052803,100941478.98408459
ci_clean_used_grid_total,67311869.91269383,11523130.753602995,4816968.6421258,4827441.313517897,4837484.206452828,4848834.140012443,3092201.4100599736,1447559.723422335,0.2368089002112979
ci_clean_used_local_total,0.0,67294320.7156469,76649194.0262044,76649473.57138631,76649067.42640284,76649187.68508314,79343341.1413324,81829161.80016214,84117899.98793924
ci_clean_used_total,67311869.91269383,78817451.46924989,81466162.66833021,81476914.8849042,81486551.63285567,81498021.82509558,82435542.55139238,83276721.52358447,84117900.22474813
ci_cost_adv_geothermal,0.0,0.0,1280.6313655984065,2007.9729417434555,1936.0176755749692,2414.6146835870973,1741.3825036751,1808.2515116446518,2250402199.0290504
ci_cost_allam_ccs,0.0,0.0,995996011.7379441,995974876.1168534,995949284.1000757,995966600.6526926,1474359883.99996,2041394323.6193006,2369483064.3356066
ci_cost_battery_inverter,0.0,0.0,214715789.9698067,214723370.28576547,214717371.29300097,214718464.1620716,214267793.59273526,202718095.29462978,104885048.32534279
ci_cost_battery_storage,0.0,0.0,659450108.5481361,659477361.9020536,659451740.3313285,659456704.3384888,658061386.893087,622583776.980192,322120053.28162926
ci_cost_grid,12027501656.321217,2744323692.319293,1206354934.5823975,1206313919.2065232,1206367000.5544019,1206357215.8316596,792698919.5310531,392523588.0581976,23.41370228969498
ci_cost_hydrogen_electrolysis,0.0,0.0,262.59208715327446,392.9324711521754,361.95266845356775,472.14965729462455,252.17522301305434,244.43531226494025,524.641868947261
ci_cost_hydrogen_fuel_cell,0.0,0.0,268.9805085082236,388.4185813634017,357.56574758025374,474.2028454183496,269.82972964587884,321.81059893889375,9070.936003291932
ci_cost_hydrogen_storage,0.0,0.0,223.34301909830137,323.1471120779131,333.3825508103214,389.4291874816575,178.6273687117343,217.69073458484345,786.3886091371094
ci_cost_onwind,0.0,4909915334.195388,2829741368.19775,2829743231.388193,2829762110.6167936,2829751915.1347566,2765283252.829469,2722793281.195491,1953093646.3597686
ci_cost_solar,0.0,1241291114.3221586,1983591897.866809,1983634051.3403642,1983608442.7435403,1983610380.7015812,1994289866.3334248,1963686237.2545278,1453182602.21592
ci_demand_total,84117900.0,84117900.0,84117900.0,84117900.0,84117900.0,84117900.0,84117900.0,84117900.0,84117900.0
ci_emission_rate_local,0.1374282670260062,0.03267768434743179,0.014268246785425655,0.01426701517533199,0.014266649110489702,0.014268739791786882,0.008651182453962876,0.003980774547224191,7.321777484478684e-11
ci_emission_rate_myopic,0.10480264775584289,0.02735586998026217,0.013463754573784195,0.013469113658148665,0.01347205925408373,0.013470094824233265,0.008528911568389693,0.004123876137310923,7.923169955364437e-11
ci_emission_rate_true,0.12162935897641665,0.034757504109304706,0.015008869189167365,0.015010094789281841,0.015009368117809733,0.015010464663216413,0.00932290791908182,0.004512987590644212,5.399504488923931e-11
ci_emissions,10231206.25544232,2923728.2549160826,1262514.5575674614,1262617.652475331,1262556.5263971074,1262648.7654939722,784223.4360465326,379623.03885105066,0.0045419497864885435
ci_fraction_clean,0.0,1.0000000000005735,1.1112114288445296,1.111214741396437,1.1112099056311966,1.1112113352366437,1.143239655334679,1.1727912818856394,1.1999999879227203
ci_fraction_clean_excess,0.0,0.1999999914929088,0.1999999741338865,0.19999996343138687,0.19999995594863396,0.19999995590973316,0.19999997458501229,0.19999997587155516,0.19999998806609948
ci_fraction_clean_used,0.8002086346983678,0.9369878642863159,0.9684759446958401,0.9686037678651537,0.9687183302585498,0.9688546887772469,0.9800000065549945,0.9900000062244121,1.000000002671823
ci_fraction_clean_used_grid,0.8002086346983678,0.13698785577865108,0.05726448998519697,0.05738898990010328,0.05750838057598713,0.05764330945033629,0.03676032580532768,0.017208700210327825,2.8152022365191942e-09
