,ref,res100,cfe80,cfe85,cfe90,cfe95,cfe98,cfe99,cfe100
ci_average cost,108.70469956336336,74.35015368638054,69.22435018734187,69.22433174269439,69.22418355205127,75.50106258171138,83.42606158831524,88.19347823657465,98.50614705284978
ci_average_revenue,0.0,22.950833200074428,21.46101252285031,21.461035752728087,21.46104588419162,22.263858755180017,22.35717000358958,22.4383814827983,22.312831877203546
ci_cap_H2_Electrolysis,0.0,0.0,0.007048331052368128,0.005239738932279486,0.002311923136684945,179.81524467008086,313.31471204507807,389.7353586261842,478.1592054546651
ci_cap_H2_Fuel_Cell,0.0,0.0,0.0023209113286824894,0.0017214744738339042,0.0007592644810956841,89.70136003165172,180.3679237079694,261.25757872434485,450.291825598835
ci_cap_battery_charger,0.0,0.0,0.012931969211354309,0.011516694295425492,0.0043956087964974536,112.81468739415412,252.94886963906316,211.45642199339,130.47694029135047
ci_cap_battery_discharger,0.0,0.0,0.013198634421200239,0.01175417566046962,0.004486248970701507,115.14099607893289,258.16483190282787,215.81678430345704,133.16745556355656
ci_cap_onwind,0.0,1759.6289636369538,1309.097817409037,1309.100266078887,1309.1007659378954,1672.9313190398777,1762.8863630899582,1866.7227985459958,1960.7756950354656
ci_cap_solar,0.0,899.6015871842504,592.370585663662,592.3683086701163,592.3594029182268,826.6862129024638,1012.2990957583427,978.9592465598591,962.9247089966213
ci_capital_cost_battery_inverter,0.0,0.0,411.1198599573138,366.1268959525054,139.74067238394838,3586488.4709043903,8041490.214117344,6722405.008563496,4147988.6429934623
ci_capital_cost_battery_storage,0.0,0.0,709.2899432320846,605.7012825641591,240.52382530511036,11333916.580988338,31377344.220611066,28531868.34395957,24022302.752600603
ci_capital_cost_grid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_electrolysis,0.0,0.0,595.3554505863661,442.5880552154362,195.2825471073264,15188558.144822838,26464934.773780618,32920001.674207985,40388949.823779166
ci_capital_cost_hydrogen_fuel_cell,0.0,0.0,535.7893505563045,397.4075523420846,175.27848573933127,20707828.360964876,41638476.88207078,60312096.6763048,103951220.28869987
ci_capital_cost_hydrogen_storage,0.0,0.0,299.30044905633105,215.64753605622883,119.8917755204411,5249945.503704007,12162606.119824752,20121879.721882522,32305202.356810167
ci_capital_cost_onwind,0.0,201972030.29913852,150259599.8964389,150259880.95729396,150259938.33162734,192020785.0859247,202345917.9735371,214264371.30743453,225059859.93148527
ci_capital_cost_solar,0.0,49749045.73118093,32758803.203347538,32758677.282876022,32758184.784125093,45716738.161554754,55981352.99665751,54137619.386051595,53250890.24520085
ci_clean_excess_total,0.0,981119.4571712781,981118.2319775291,981118.5592610219,981119.2268324174,981118.6481018915,981118.9978420932,981119.6358893873,981119.9523098855
ci_clean_total,0.0,4905600.000005718,4515217.082094656,4515214.733389437,4515206.297248913,5220535.825604165,5616339.967184644,5751863.621724097,5886719.950450448
ci_clean_used_grid_total,3906042.2721697884,614850.5943362671,904116.2534886221,903933.832136349,903247.8467811267,420904.1455641893,172267.9843819321,85800.33766649291,0.02246604310808934
ci_clean_used_local_total,0.0,3924480.5428344407,3534098.8501171274,3534096.174128416,3534087.070416495,4239417.177502273,4635220.96934255,4770743.98583471,4905599.998140562
ci_clean_used_total,3906042.2721697884,4539331.137170708,4438215.103605749,4438030.006264765,4437334.917197622,4660321.323066462,4807488.953724482,4856544.323501203,4905600.020606605
ci_cost_battery_inverter,0.0,0.0,411.1198599573138,366.1268959525054,139.74067238394838,3586488.4709043903,8041490.214117344,6722405.008563496,4147988.6429934623
ci_cost_battery_storage,0.0,0.0,709.2899432320846,605.7012825641591,240.52382530511036,11333916.580988338,31377344.220611066,28531868.34395957,24022302.752600603
ci_cost_grid,533261774.1780353,112941708.61970963,156501125.00634173,156501403.91909844,156502269.2528926,76490319.86218783,31148832.246596597,15532379.943446822,2.0179103092416755
ci_cost_hydrogen_electrolysis,0.0,0.0,595.3554505863661,442.5880552154362,195.2825471073264,15188558.144822838,26464934.773780618,32920001.674207985,40388949.823779166
ci_cost_hydrogen_fuel_cell,0.0,0.0,535.7893505563045,397.4075523420846,175.27848573933127,20707828.360964876,41638476.88207078,60312096.6763048,103951220.28869987
ci_cost_hydrogen_storage,0.0,0.0,299.30044905633105,215.64753605622883,119.8917755204411,5249945.503704007,12162606.119824752,20121879.721882522,32305202.356810167
ci_cost_onwind,0.0,202032850.1207762,150318822.63863474,150319100.49553686,150319157.15653262,192096301.1987575,202430152.4122997,214354294.8313313,225155972.71130064
ci_cost_solar,0.0,49757555.18342252,32764473.778994426,32764349.91100419,32763857.706211414,45724654.47851357,55991050.8583383,54147000.63764407,53260116.38836574
ci_demand_total,4905600.0,4905600.0,4905600.0,4905600.0,4905600.0,4905600.0,4905600.0,4905600.0,4905600.0
ci_emission_rate_local,0.4048974144246691,0.12417596685758465,0.16294443010682788,0.16159832830668194,0.16273428641464796,0.08149785493135092,0.03238313029968525,0.015961647121218718,1.701035124553081e-10
ci_emission_rate_myopic,0.15651823603385492,0.040030832881700146,0.053456473344885104,0.05345628517976832,0.05345844735607265,0.02682456564738783,0.010900281024056154,0.005454347176433905,2.1397658423251518e-10
ci_emission_rate_true,0.22968285390567075,0.07400203738743891,0.09659037231939312,0.0962487229191468,0.09663993448454854,0.049769156163987534,0.020532667839236084,0.010432699291886671,1.1334286928771136e-10
ci_emissions,1126732.2081196583,363024.3946078202,473833.7304500148,472157.7351521665,474076.86260740133,244147.57247805723,100725.05535215655,51178.64964627925,0.0005560147795777969
ci_fraction_clean,0.0,1.0000000000011657,0.9204209642234704,0.9204204854430522,0.9204187657470876,1.0641992469023493,1.144883391875539,1.1725097076247752,1.19999998989939
ci_fraction_clean_excess,0.0,0.19999988934509094,0.1999996395909836,0.19999970630728595,0.19999984239082222,0.1999997244173784,0.19999979571145085,0.19999992577653852,0.19999999027843393
ci_fraction_clean_used,0.7962414938376118,0.9253365821042702,0.9047242138791889,0.9046864820337501,0.9045447890569192,0.950000269705329,0.9800001944154603,0.9900000659452877,1.000000004200629
ci_fraction_clean_used_grid,0.7962414938376118,0.12533647144819535,0.18430288924670216,0.18426570289798375,0.18412586570065367,0.08580074722035823,0.03511659825137233,0.017490284097050904,4.579672844930149e-09
ci_fraction_clean_used_local,0.0,0.8000001106560748,0.7204213246324869,0.7204207791357665,0.7204189233562653,0.8641995224849708,0.944883596164088,0.9725097818482368,0.9999999996209561
ci_generation_H2_Fuel_Cell,-0.0,-0.0,10.796150264711763,7.88015832579326,3.509874437756493,300129.7348902384,478357.60255384626,586942.9669901932,721802.8184977956
ci_generation_battery_discharger,-0.0,-0.0,44.74915045114493,39.670636245557944,14.505046387751946,233363.91778330953,467999.12557717704,384901.9574003424,253934.103591702
ci_generation_onwind,0.0,4054654.775846634,3948182.8130557165,3947969.21619405,3947921.660351845,5034407.522184996,5615629.250840205,5994901.593117982,6407518.654357884
ci_generation_solar,0.0,850945.2241590843,567057.5646887919,567262.8128165836,567292.2086320015,791631.6958815529,969786.1680781387,938125.1592474703,922614.3164884819
ci_marginal_cost_grid,533261774.1780353,112941708.61970963,156501125.00634173,156501403.91909844,156502269.2528926,76490319.86218783,31148832.246596597,15532379.943446822,2.0179103092416755
ci_marginal_cost_onwind,0.0,60819.82163769953,59222.742195835766,59219.53824291077,59218.824905277696,75516.11283277496,84234.4387626031,89923.52389676977,96112.7798153683
ci_marginal_cost_solar,0.0,8509.452241590841,5670.575646887918,5672.628128165835,5672.922086320014,7916.316958815528,9697.861680781385,9381.251592474702,9226.143164884817
ci_revenue_grid,0.0,112587607.34628512,105279143.03209448,105279256.98858291,105279306.68949041,109217585.5094111,109675333.16960904,110073724.20201534,109457828.05680971
ci_total_cost,533261774.1780353,364732113.92390835,339586972.2790243,339586881.7969616,339586154.8329427,370378012.60084337,409254887.7276392,432641926.8373406,483231754.9824599
co2_price,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0
emissions,515031196.4146599,510935893.29226595,511464769.0390065,511464861.554871,511464750.6115526,510682279.76387435,510289768.57933086,510151723.78274435,510056356.5320145
emissions_zone,5.442535011015806,5.192419536421195,5.279925645945201,5.245266633275758,5.2781413802072725,5.1735272396725565,5.160558746061266,5.1602935812408885,5.155094906592604
objective,142269935732.89447,141989840618.86438,141971920353.0158,141971917920.8171,141971866846.06418,141998801865.41272,142037205887.60834,142060159908.63492,142111458089.71786
system_emission_rate,0.16046500066212835,0.15918905306357253,0.1593538315228999,0.15935386034748095,0.1593538257815752,0.15911003630636553,0.15898774408809546,0.15894473434707462,0.15891502137811597
system_emissions,171677065.4715534,170311964.4307553,170488256.3463351,170488287.18495703,170488250.20385063,170227426.5879584,170096589.52644354,170050574.59424847,170018785.51067126
system_grid_cfe_wavg,0.7895404730962725,0.7980914227920154,0.7976149521003046,0.7977490777692113,0.7976504257432119,0.7975118822962297,0.7975450908330317,0.7973985495462143,0.7974998364593787
system_inv_H2_Electrolysis-2025,108.45547494925925,107.7193394043748,107.80369317998611,107.74335841232913,107.6942220752989,108.37909155877647,107.72270745586192,108.38923409784489,108.46661988239802
system_inv_H2_Fuel_Cell-2025,22.61739291084728,22.432142926394494,22.455479575905127,22.438905381052944,22.420949830469258,22.568516798095356,22.43160120169605,22.556399208210774,22.59190602156065
system_inv_OCGT-2025,17056.506765328617,17044.371970118184,17046.173781253332,17046.22007706972,17046.248909651717,17043.552959161774,17043.404205656465,17043.307416892047,17043.23551347043
system_inv_battery_charger-2025,1715.9995619625925,1715.0769803723601,1715.0456089148079,1715.04747647457,1714.8612111027078,1714.215936631256,1715.0237044894286,1713.848874377899,1714.058964138051
system_inv_battery_discharger-2025,1751.3845351099537,1750.4429293162657,1750.41091095984,1750.4128170298407,1750.2227107507151,1749.5641303202458,1750.3885548516512,1749.1894990160192,1749.403920957068
system_inv_offwind-ac-2025,542.44756550224,542.0649558833869,542.0651414560136,542.0708559472124,542.0392408724992,542.0780477306482,542.0592491826228,542.0268867821381,542.07785157345
system_inv_offwind-dc-2025,34703.94575940085,34773.13130233829,34740.75162646447,34740.76591041589,34740.75763671736,34766.24802524988,34782.849972900054,34790.86100627619,34797.980171130526
system_inv_onwind-2025,113415.14441708669,113353.03948806335,113350.3992582195,113350.32539102207,113350.36401994235,113349.43620623217,113350.57963239262,113356.56662223986,113357.21878336233
