,ref,res100,cfe80,cfe85,cfe90,cfe95,cfe98,cfe99,cfe100
ci_average cost,112.7070441624112,101.46942181465312,89.0110273733795,89.06389261657355,90.98663053351358,93.94745995787083,96.90762795199691,98.5195440894782,103.37181417184647
ci_average_revenue,0.0,20.975715138247132,18.83405742758774,18.89181172312975,18.959239948734904,18.999715003956194,19.255195543445506,19.45966845290739,20.369689004694454
ci_cap_H2_Electrolysis,0.0,0.0,0.0024236053655593936,0.0007812425443099547,0.0006734083634036574,1.867026260320905e-09,2.648385462713291e-07,0.0012198163154385447,2.218320859916252
ci_cap_H2_Fuel_Cell,0.0,0.0,0.0006213669125411368,0.00021559521453026086,0.00019617522695881357,6.300002788159026e-10,1.1254560484589104e-07,0.0005972776940525629,101.00780120293948
ci_cap_adv_geothermal,0.0,0.0,0.0009237669131878642,0.00036922721049787257,0.005603107957459095,2377.285666596429,4711.4945494772965,5886.392791232167,9215.99333211651
ci_cap_allam_ccs,0.0,0.0,0.0008496576032381647,0.00037459880280499855,1633.2877783317656,1916.6666046523303,1643.415057504217,1380.953569170404,160.69094773218086
ci_cap_battery_charger,0.0,0.0,0.011970413677044243,0.004793099005885618,551.2062582592274,723.0873844865904,717.5653177764011,690.8090309202528,81.51142756876807
ci_cap_battery_discharger,0.0,0.0,0.012217251016583292,0.004891935674248126,562.5724724934857,737.9978939356666,732.3619587918313,705.0539407389424,83.19224365966801
ci_cap_onwind,0.0,45749.063903275506,28752.123966668245,28982.457358505457,29560.59851718926,25029.542332064706,20481.977930712463,18055.39922724509,9700.676390864619
ci_cap_solar,0.0,23992.69914146845,19631.87054475171,19428.629422048718,19586.761547834376,15531.63511022224,11287.122605145589,9016.29776282026,1351.4434781178154
ci_capital_cost_adv_geothermal,0.0,0.0,744.4305321637083,297.54692972463545,4515.3431877611665,1915769019.8952076,3796824009.045784,4743632246.991315,7426837574.176512
ci_capital_cost_allam_ccs,0.0,0.0,217.01824817876224,95.67945445880383,417171871.4391198,489552058.73417103,419758565.6279866,352721052.87518334,41043436.605660364
ci_capital_cost_battery_inverter,0.0,0.0,380.55107571835606,152.3772721582956,17523382.247474156,22987650.170557044,22812098.307150606,21961489.963943344,2591327.4412662475
ci_capital_cost_battery_storage,0.0,0.0,912.6405824958142,383.11942491660074,55374802.759735905,72642189.12058076,72087435.9642016,69399966.47628033,8189294.293308425
ci_capital_cost_grid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ci_capital_cost_hydrogen_electrolysis,0.0,0.0,204.71607444876662,65.98966528801455,56.88117323718924,0.0001577031856493842,0.0223702704763037,103.03492936338678,187376.18952458887
ci_capital_cost_hydrogen_fuel_cell,0.0,0.0,143.44441789449203,49.77080276556243,45.287640311172645,0.00014543745642737617,0.02598149088383197,137.8833494599092,23317954.261684313
ci_capital_cost_hydrogen_storage,0.0,0.0,222.70468038619686,69.10219748877076,52.058328669200115,0.00017238172237684493,0.023905188381069836,147.2297183719273,919411.7575793144
ci_capital_cost_onwind,0.0,5251124817.661267,3300198492.3900294,3326636397.059941,3392996036.5247955,2872916726.6130223,2350942586.588183,2072417376.1330347,1113453657.8031013
ci_capital_cost_solar,0.0,1326825012.1027312,1085665965.2818534,1074426487.6599262,1083171383.6998532,858918032.5892484,624191405.0134133,498612070.18593216,74736443.72552578
ci_clean_excess_total,0.0,16823579.736571223,16823573.7765596,16823578.917535353,16823579.563286208,16823579.96550911,16823579.951527737,16823578.485576086,16823579.82076986
ci_clean_total,0.0,84117900.00001004,74157894.15614012,74251058.2988016,83881520.09087788,92715361.10588132,97757745.65093789,99380986.44698238,100941479.82075655
ci_clean_used_grid_total,55313859.321410105,8353900.342801387,14137528.735413874,14072737.889964215,8648169.891345084,4020223.7367619043,1501376.1952530304,719314.4040446529,0.15929548594338583
ci_clean_used_local_total,0.0,67294320.26343882,57334320.37958051,57427479.381266244,67057940.52759167,75891781.14037222,80934165.69941014,82557407.9614063,84117899.99998671
ci_clean_used_total,55313859.321410105,75648220.60624021,71471849.11499439,71500217.27123046,75706110.41893676,79912004.87713411,82435541.89466317,83276722.36545096,84117900.1592822
ci_cost_adv_geothermal,0.0,0.0,744.4305321637083,297.54692972463545,4515.3431877611665,1915769019.8952076,3796824009.045784,4743632246.991315,7426837574.176512
ci_cost_allam_ccs,0.0,0.0,565.5566761878067,251.06235417042305,1128559421.8920786,1206811760.5997682,915082883.9460337,698989637.2932711,44890579.162652336
ci_cost_battery_inverter,0.0,0.0,380.55107571835606,152.3772721582956,17523382.247474156,22987650.170557044,22812098.307150606,21961489.963943344,2591327.4412662475
ci_cost_battery_storage,0.0,0.0,912.6405824958142,383.11942491660074,55374802.759735905,72642189.12058076,72087435.9642016,69399966.47628033,8189294.293308425
ci_cost_grid,9480679870.149288,1956290545.6389303,3100533361.5667753,3089781399.110153,1974936920.9554653,951741543.8213555,369020505.8289227,181631117.29344207,13.668420383873588
ci_cost_hydrogen_electrolysis,0.0,0.0,204.71607444876662,65.98966528801455,56.88117323718924,0.0001577031856493842,0.0223702704763037,103.03492936338678,187376.18952458887
ci_cost_hydrogen_fuel_cell,0.0,0.0,143.44441789449203,49.77080276556243,45.287640311172645,0.00014543745642737617,0.02598149088383197,137.8833494599092,23317954.261684313
ci_cost_hydrogen_storage,0.0,0.0,222.70468038619686,69.10219748877076,52.058328669200115,0.00017238172237684493,0.023905188381069836,147.2297183719273,919411.7575793144
ci_cost_onwind,0.0,5252064186.240909,3301032874.3233633,3327475045.1809983,3393848773.8041983,2873646205.3563776,2351541238.656705,2072945103.576641,1113737191.4347737
ci_cost_solar,0.0,1327039945.3829706,1085851289.557023,1074609899.4718747,1083356317.3257601,859064673.0258602,624297985.482226,498697208.02142906,74749204.9402432
ci_demand_total,84117900.0,84117900.0,84117900.0,84117900.0,84117900.0,84117900.0,84117900.0,84117900.0,84117900.0
ci_emission_rate_local,0.31155785795602353,0.07921735384304648,0.12076933076563333,0.12030334598524811,0.07722490337443717,0.03730040431688737,0.014736855463798451,0.007521145191101067,2.722725724942714e-11
ci_emission_rate_myopic,0.18174408299934178,0.04332345639278806,0.06684557855521427,0.06661493555387413,0.04296903281965945,0.020843042647786903,0.008247420189315728,0.004146537681931071,8.215505864074287e-11
ci_emission_rate_true,0.28437227903683754,0.07761200107712041,0.11678377282076971,0.11638518319856611,0.07637089385967849,0.037886402130346775,0.01528757233660151,0.007833179352941547,2.584373794908389e-11
ci_emissions,23920798.930792797,6528558.545405107,9823605.723760225,9790077.201778663,6424159.21259905,3186924.585760297,1285958.4810530122,658910.5974928018,0.0021739209644272436
ci_fraction_clean,0.0,1.0000000000001195,0.8815946921658782,0.8827022345874255,0.9971898976422126,1.1022072722438543,1.1621515236464282,1.181448733824577,1.1999999978691402
ci_fraction_clean_excess,0.0,0.19999999686833864,0.19999992601526664,0.19999998713157785,0.19999999480831318,0.19999999958996967,0.19999999942375804,0.1999999819964132,0.19999999786929845
ci_fraction_clean_used,0.6575753712516611,0.8993118064792418,0.8496627841992536,0.8500000270005607,0.900000004980352,0.949999998539361,0.9799999987477478,0.990000016232585,1.0000000018935589
ci_fraction_clean_used_grid,0.6575753712516611,0.09931180334746097,0.16806801804864213,0.16729777954471303,0.10281010214645259,0.04779272588547627,0.017848474525077665,0.008551264404421091,1.8937168657727525e-09
ci_fraction_clean_used_local,0.0,0.8000000031317808,0.6815947661506114,0.6827022474558476,0.7971899028338995,0.9022072726538848,0.9621515242226701,0.9814487518281638,0.999999999999842
